  1.00000000	  0.00000000	  0.00000000
  0.36100000	  0.93300000	  0.00000000
 -0.25500000	  0.56500000	  0.78500000
  0.86100000	 -0.46400000	  0.21000000
 -0.30700000	 -0.76600000	  0.56400000
 -0.73600000	  0.01300000	  0.67700000
  0.53200000	  0.34300000	  0.77400000
  0.17700000	  0.96500000	  0.19500000
  0.77100000	  0.16300000	  0.61500000
  0.07900000	 -0.99600000	 -0.03600000
  0.10900000	 -0.92000000	 -0.37600000
  0.30200000	 -0.77900000	 -0.54900000
 -0.46400000	 -0.46000000	  0.75700000
 -0.46400000	  0.83900000	  0.28400000
 -0.52900000	  0.01400000	 -0.84900000
 -0.82500000	 -0.54000000	 -0.16700000
  0.69700000	 -0.28700000	 -0.65700000
  0.47900000	 -0.33800000	 -0.81000000
 -0.21300000	 -0.85100000	 -0.48000000
 -0.64800000	  0.73600000	 -0.19500000
  0.58000000	  0.74500000	  0.33000000
 -0.72900000	  0.19700000	 -0.65600000
  0.96300000	 -0.26400000	  0.05400000
  0.22900000	  0.50700000	  0.83100000
 -0.01600000	  0.17100000	 -0.98500000
  0.35900000	 -0.93200000	  0.05100000
  0.80600000	 -0.42200000	 -0.41500000
 -0.04500000	  0.08700000	  0.99500000
 -0.17700000	  0.84100000	 -0.51100000
  0.94600000	  0.31500000	 -0.06800000
 -0.31800000	  0.25700000	 -0.91200000
 -0.31200000	  0.16500000	  0.93600000
 -0.28400000	 -0.20000000	 -0.93800000
 -0.42100000	 -0.09300000	  0.90200000
 -0.96300000	 -0.02000000	  0.27100000
 -0.88100000	  0.16100000	  0.44400000
  0.75800000	 -0.45000000	  0.47100000
 -0.68400000	  0.72000000	  0.12100000
  0.93200000	  0.22900000	  0.28100000
 -0.64800000	 -0.25200000	  0.71900000
  0.77300000	  0.61000000	 -0.17400000
  0.27600000	 -0.53300000	  0.80000000
 -0.55500000	  0.59100000	  0.58600000
  0.00700000	  0.71500000	  0.69900000
  0.91900000	 -0.07000000	  0.38800000
 -0.22300000	 -0.58900000	  0.77700000
 -0.54400000	 -0.73000000	  0.41400000
  0.86700000	 -0.47700000	 -0.14500000
  0.53400000	 -0.55400000	  0.63900000
 -0.00100000	  0.72600000	 -0.68800000
 -0.61100000	 -0.79100000	 -0.02700000
  0.69100000	  0.50300000	 -0.51900000
  0.73100000	  0.47500000	  0.48900000
  0.02400000	 -0.38000000	 -0.92500000
  0.45300000	  0.64600000	  0.61500000
  0.43200000	 -0.82000000	  0.37600000
 -0.87000000	 -0.28900000	  0.39900000
  0.28300000	  0.91200000	 -0.29800000
  0.08800000	  0.39300000	 -0.91500000
 -0.01600000	 -0.96400000	  0.26500000
